New_ID,text,target,q1,q2
890,"	""And in that day you will ask Me no question.  Truly, truly, I say to 	you, if you shall ask the Father for anything, He will give it to you 	in my name.  Until now you have asked for nothing in My name; ask, and 	you will receive, that your joy may be made full.""				-John 16:23-24I don't believe that we necessarily have to say "" . . . In Christ's name.  Amen,"" for our prayers to be heard, but it glorifies the Son, when we acknowledge that our prayer is made possible by Him.  I believe that just as those who were saved in the OT, could only be saved because Jesus would one dayreconcile God to man, He is the only reason their prayers would be heard by God.	For all of us have become like one who is unclean,	And all our righteous deeds are like a filthy garment;	And all of us wither like a leaf,	and our iniquities, like the wind, take us away.				-Isaiah 64:6, NASOur prayers like the rest of our deeds are too unholy to go directly to theFather because they are tainted by our sin.  Only by washing these prayers withChrist's blood are they worthy to be lifted to to the Father.	""First, I thank my God through Christ Jesus . . .""				-Romans 1:8, NASSome scholars believe that this is Paul recognizing that even his thanks are too unholy for the Father.	Basically, prayer is a gift of grace, I believe that only through Jesusdo our prayers have any power; thus, praying in His name glorifies and praises Jesus for this beautiful and powerful gift He has given us.",christian,0,1
891,"No, IMO, Mr. Stowell missed the point.Mr. Stowell seems to have jumped rather strangely from truth to absolutes.I don't see how that necessarily follows.  Are all truths also absolutes?Is all of scripture truths (and therefore absolutes)?If the answer to either of these questions is no, then perhaps you can explain to me how you determine which parts of Scripture are truths, andwhich truths are absolutes.  And, who is qualified to make these determinations?  There is hardly consensus, even in evangelical Christianity (not to mention the rest of Christianity) regarding Biblical interpretation.I find Mr. Stowell's statement terribly simple-minded.",christian,1,0
892,I did not claim that our system was objective.,altheism,0,0
893,": > This is a good point, but I think ""average"" people do not take up Christianity: > so much out of fear or escapism, but, quite simply, as a way to improve their: > social life, or to get more involved with American culture, if they are kids of: > immigrants for example.  Since it is the overwhelming major religion in the: > Western World (in some form or other), it is simply the choice people take if: > they are bored and want to do something new with their lives, but not somethong: > TOO new, or TOO out of the ordinary.  Seems a little weak, but as long as it: > doesn't hurt anybody...: The social pressure is indeed a very important factor for the majority: of passive Christians in our world today. In the case of early Christianity: the promise of a heavenly afterlife, independent of your social status,: was also a very promising gift (reason slaves and non-Romans accepted: the religion very rapidly).If this is a hypothetical proposition, you should say so, if it'sfact, you should cite your sources. If all this is the amateursociologist sub-branch of a.a however, it would suffice to alert theunwary that you are just screwing around ...",altheism,1,0
894,"Hi!	Anyone know anything about the Interdisciplinary Bible ResearchInstitute, operating out of Hatfield, Pa?	I'm really interested in their theories on old-earth(as opposed to young earth) and what they believe about evolution.	Thanks,		In the Master,		Charley.--       Seek God and you will find, among other things,                          piercing pleasure.              Seek pleasure and you will find boredom, disillusionment                              and enslavement.                                      John White (Eros Defiled).	",christian,0,0
895,"My, this distinction seems quite arbitrary.  Blessed is the man whose iniquities are forgiven, whose sin is covered.  (Ps. 32:1).and quoted by the apostle Paul:  Even as David also describeth the blessedness of the man, unto whom God  imputeth righteousness without works,  Saying, Blessed are they whose iniquities are forgiven, and whose sins  are covered.  Blessed is the man to whom the Lord will not impute sin.  (Rom. 4:6-8)The biblical perspective seems to be that foregiveness and covering areparallel/equivalent concepts in both testaments.  The dispensationaldistinction is unwarranted.I'm sure Rex has Scripture to back this up.  You're suggesting Jesus isgoing to travel around dealing with individual violations of His law -- formillions perhaps billions of people.  Such activity for Moses the lawgiverwas considered unwise (cf. Ex. 18:13ff).  It makes for interestingspeculation, though.I'll leave comments on the so-called ""bema seat"" vs. ""throne"" judgments tosomeone else.  This also seems like more unnecessary divisions aladispensationalism.",christian,0,1
896,"I don't claim to be an expert on the branch Davidians, but I might know more than most.The Branch Davidian group (led by Koresh) is actually one of two off-shoots of a group known as the Shephard's Rod.  The Shephard's Rod (now defunct as far as I know)broke off from the SDA Church in the 30's.The Shephard's Rod broke away from the SDA Church because they felt that the SDA Church was becoming weak and falling into apostacy.  They felt that they were the remnant spoken about in Revelation.About the Koresh group, Koresh gained control of it in 1987 or 1988.  Once in control, he made himself the center of it. He proclaimed himself as Christ.Koresh himself came from an SDA background. He was excommunicated as a young adult by the local congregation for trying to exert too much control over the youth in the church.  After this, he joined the Branch Davidians.They were/are a survivalist cult. This is why they had the stockpile of weapons, food, a bomb shelter, etc.  They had no intent of raiding the US government or anything. They were preparing for Armaggedon and were putting themselves in a self defense position.  In my opinion, if the ATF and the FBI had left well enough alone, we wouldn't have the blood of 20+ children crying out from the ashes in Waco.If you want to know about The Shephard's Rod, you might want to visit the local SDA church and talk to some of the older people.  They could give you some insight into where Koresh got his theology.",christian,1,0
897,"Really>`?No, gravity is an inherent system.  You don't need any excess informationother than observations to determine anything.  It is possible to objectivelydetermine someone's guilt or innocence within an non-inherent system.I agree that morality is not necessarily inherent (unless you state thateverything we do has an evolutionary basis), but this does not mean thatit cannot be objective in theory.Perhaps it can be objective, but not inherent.  Anyway, as I noted before,the practices related to mating rituals, etc. among the animals are likelythe only ones to be considered ""immoral"" under the previous ""definitions""of the natural law.  Therefore, some revisions are in order, since theclass of activities surrounding mating seem to pose some general problems.It seens that you are objecting to the notion of an objective systembecause perhaps you think that it would imply inherence, which wouldnecessitate some sort of grand design?I think I have.  It is a code of ethics which basically defines undesiredbehaviors, etc.  An immoral behavior could be unwanted, unproductive,or destructive, etc., depending on the goal of the system (that is,immoral to what end?).",altheism,0,1
898,7. Massacre of Jews in WWII: 6.3 million8. Massacre of other 'inferior races' in WWII: 10 million9. Communist purges: 20-30 million? [Socialism is more or less a religion]10. Catholics V Protestants : quite a few I'd imagine11. Recent goings on in Bombay/Iodia (sp?) area: ??12. Disease introduced to Brazilian * oher S.Am. tribes: x millionThe Desert Brat,altheism,0,0
899,"I _know_ I shouldn't get involved, but...   :-)[bit deleted]Righto, DAN, try this one with your Cornflakes...The book says that Muhammad was either a liar, or he was crazy ( a modern day Mad Mahdi) or he was actually who he said he was.Some reasons why he wouldn't be a liar are as follows.  Who would die for a lie?  Wouldn't people be able to tell if he was a liar?  People gathered around him and kept doing it, many gathered from hearing or seeing how his son-in-law made the sun stand still.  Call me a fool, but I believe he did make the sun stand still.  Niether was he a lunatic.  Would more than an entire nation be drawn to someone who was crazy.  Very doubtful, in fact rediculous.  For example anyone who is drawn to the Mad Mahdi is obviously a fool, logical people see this right away.Therefore since he wasn't a liar or a lunatic, he must have been the real thing.  --",altheism,0,0
900,Which sort of loans and what have you heard exactly?,altheism,0,0
901,"I am asking you to believe in things not visible. I don't know if this isbelieveing blindly or not. I'm not sure how blindness comes into it. I donot deny reason, indeed I insist upon it, but reason only draws conclusionsfrom evidence. If you decide in advance that your reason will act only onthe evidence of the five physical senses, then you cut reason off from anypossibility of reaching a conclusion outside the physical sphere (beyond therather provocative, if inconclusive, conclusion that the physical sphereis not self explanatory). Christians claim that they have received a different kind of evidence, which they call faith, and which is a gift of God. That is, this evidenceis the evidence of a thing which chooses to reveal or hide itself. The evidence of the senses cannot tell you is such a ting exists. Reasoningon the evidence of the senses won't help either. But Christians do reasonof the evidence of faith, and do claim that this evidence is whollyconsistent with the evidence of the other senses, and indeed, that theevidence of these other senses is part of God's revelation of himselfto us.It is not necessarilly the case however that knowledge of a God must comethrough this route. There may be other senses than the physical onesproviding evidence of non-physical realities. (There may, of course, bephysical realities of a type for which we have no corresponding senses, forall we know.) These senses, if they exist, may provide valid evidence forreason to work on. And, as with all senses, these senses may be impairedin some people, that is, they may be spiritually blind. In this sense,belief in God becomes an act of sight, and it is disbelief which is blind.Faith, as I have said, is not opposed to reason, it is simply a new source of evidence on which reason may operate. It is clear that human beingshave many systems for explaining the evidence of the physical senses, andsimilarly there are many systems for explaining the evidence provided byfaith. Religious believers in general, and Christians in particular, usereason to help sift through the evidence to come to a clearer understandingof the evidence provided by faith. Science claims, with good reason, to bethe most valid system for explaining the physical universe, and Christianityclaims, also with good reason, to be the most valid system, possessed of thebest evidence, for explaining Gods revelations of himself to man.If you doubt that Christians use reason, read this newsgroup for a whileand you will see rational debate aplenty.",christian,1,1
902,"[DISCLAIMER: Throughout this post, there are statements and questions whichcould easily be interpreted as being sarcastic.  They are not.  I have writtenthis reply in the most even-handed manner that I can, with no emotions boilingto the surface as it was written.  Please accept this as a serious attempt tofoster dialog and rest assurred that I make every attempt to make fun of noone, except myself ;-)][...]	Hmmm.  There are other animals on this planet with advanced	mental facilities which have not developed ""religion"" as a	satisfactory explaination for the unexplained.  Why is this so?	Further, it appears that only humans have a ""need"" to explain the	unexplained.  Why is this so?  The other animals on this planet,	including those with advanced mental facilities, seem perfectly	content in their ignorance.	I'd like to point out that your presuppositions scream out at me	from your unsupported statement.  They are: 1) humans are animal	*only*; 2) religion exists as a crutch so that the unexplained need	not be researched; 3) religion was ""made up"" by humans to address a	perceived need; 4) the biological aspect of humans is deified (that	is, all aspects of human life can be categorized in a hierarchical	structure with biology at the apex).	Needless to say, I disagree with your strong opinion #1 and the	underlying presuppositions.	I disagree that Christianity is ""an infectious cult"".  It has	certainly shown itself to be persistent as a belief system, in	spite of various persecutions throughout the past two millenia.	That it continues to persevere does not demonstrate that it is	""infectious"" in a derrogatory sense; it may be that it provides	a workable system for its adherents (and I would argue that this	is the case).	I disagree that Christianity is ""a safety blanket"" which supplants	hope and purpose.  Rather, it points an individual to the one	Source of hope and purpose.  There is nothing hidden about a	Christian's source for hope and purpose.  Of what usefulness to	you is the distinction between internally motivated hope and purpose	and externally given hope and purpose?  Is the (apparent) loss of	control over one's own life the problem or is it something else?	Finally, one does not appropriate ""eternal happiness"" by following	Christian moral standards.  Indeed, the sole reason for the existance	of Christianity is *because* standards are inadequate to save people	from their imperfections.  Moral standards are merely guides to the	Christian; the real power to moral living is given to the Christian	in the Person of God's Spirit.	Heaven is one of two final states that	Christian doctrine postulates.  However, Christians are generally	not motivated to live according to Christian moral standards by this	promised future reward; rather, they are motivated by the perceived	benefits to them in the here-and-now.	Many Christian organizations are concerned with evangelism as a	priority, and rightly so (for it was Jesus Himself who gave this	as a priority for His followers).  However, it is not the penultimate	priority as evangelism is normally understood (i.e. preach the word,	convert at nearly any cost, repeat with new convert ad infinitum).	Rather, such evangelism is generally best done through respecting	the opinions of others while *demonstrating* the very real benefits	of a Christian lifestyle.  This demonstration should be so powerful	that it compels the non-Christian to seek out the Christian to ask	""Why?""  Needless to say, such a demonstration is not easily accom-	plished (it takes a radical committment to the person of Jesus), it	does not happen quickly (so perseverance on the part of the Christian	is required), and it cannot occur where no personal bonds of	friendship exist (it is ineffective with strangers who cannot	evaluate the demonstration over time, and it is easy to alienate or	harm others if the sole purpose of being a ""friend"" is to gain a	conversion).	As a long-time Christian (nearly 20 years), I view with some skep-	ticism *all* evangelism programs which incorporate a ""hurry-up""	attitude.  Pressured conversions may ultimately be worse than no	conversion at all (because the pressured convert realizes s/he was	coerced and disavows Christianity when they would have been open	to it in the future had they not been taken advantage of now).	The Bible states that it is the very Spirit of God which brings	conviction of wrong-doing to people.  I am content to do my part	(witness) and let the Spirit do the rest.	We are far more than animals.  We sleep, eat, reproduce, and die	just as other animals do - true.  But, we are also capable of more	than this.  If your personal vision of humanity (or of yourself) is	so limited, I can only hope and pray ;-) that you will someday find	a more expansive view.	(For reflection, what animals have the wide variety of performing	arts that humans do?  How is it that humans can learn the language	of other humans (or animals) but that other animals cannot do so?	How is it that humans can organize themselves in various social	structures whereas other animals have only one structure?)	Blatant assertion.  Christianity is not physically addictive.	Christianity is not psychologically addictive.  Christianity is not	a *thing* which one snorts/ingests/shoots-up; it is a relationship	with a living being.  You might as validly characterize any close-	knit relationship with this appelation.	There are ""Jesus freaks"" who let the emotional aspects of worship	and Christian living gain (and retain) the upper hand.  Even so,	this does not by itself invalidate the foundation from which these	things flow.	Guilty by association?  That ""christianity"" which forces itself	upon another is not Christianity at all.	You appear to have an amazing certainty about what really happened	2000 years ago.  How did you come by it?	I cannot accept your conclusion that Jesus' influence was a sole	result of the Roman sack of Jerusalem in 70AD.  He was 30+ years	gone by this time.  It strains the bounds of credulity to assert	that nothing about Jesus' life was noteworthy _until_ the sack.	Christianity is having a relationship with Jesus Christ Himself.	What do you know of Him?",christian,1,1
903,"That's a very weak argument--due the lack (with regard to criticalevents) of independent supporting texts.As for the dating of the oldest extant texts of the NT....  How wouldyou feel about the US Civil War in a couple of thousand years if theonly extant text was written about *now*?  Now adjust for a largelyilliterate population, and one in which every copy of a manuscript isdone by hand....	--Hal",christian,1,0
904,,christian,0,0
905,,altheism,0,0
906,"  The argument goes as follows: Q-oid quotes appear in John, but not inthe almost codified way they were in Matthew or Luke. However, they areconsidered to be similar enough to point to knowledge of Q as such, andnot an entirely different source.   We are talking date of texts here, not the age of the authors. The usualexplanation for the time order of Mark, Matthew and Luke does not considertheir respective ages. It says Matthew has read the text of Mark, and Lukethat of Matthew (and probably that of Mark). As it is assumed that John knew the content of Luke's text. The evidencefor that is not overwhelming, admittedly.   When they are from about 200, why do they shed doubt on the order onputting John after the rest of the three?   Sure, an original together with Id card of sender and receiver would befine. So what's that supposed to say? Am I missing something?   That John was a disciple is not generally accepted. The style and languagetogether with the theology are usually used as counterargument. The argument that John was a disciple relies on the claim in the gospelof John itself. Is there any other evidence for it? One step and one generation removed is bad even in our times. Compare thatto reports of similar events in our century in almost illiterate societies.Not even to speak off that believers are not necessarily the best sources.  In other words, one does not know what the original of Mark did look likeand arguments based on Mark are pretty weak.",altheism,0,1
907,"Is it appropriate for the Lord not to reveal certain things before the world (i.e., publish them widely)?These things sacred to Himself.  He may place any pre- or post-conditions He feels are necessary.Moreover, there are precedents in scripture whereknowledge of sacred things is withheld:1. After the Transfiguration Jesus instructedPeter, James, and John to ""tell the vision to no man, until the Son of man be risen again from the dead"" (Matt. 17:9).  If we were living at the time of Savior, therewould be no (public) record of this event.2. A faithful friend of Paul experiences a vision of ""paradise"" when he ""heard unspeakable words, which it is not lawful for a man to utter""(2 Cor. 12:4).This person heard something which Paul can not write to the Corinthians (and us).3. There is an incident recorded in the Book ofMormon where words uttered by ""babes"" were ""forbidden that there should not any man writethem (3 Nephi 26:16, the entire text followsfor those of you without access to the BOM).3 Nephi 26:16Behold, it came to pass on the morrow that the multitude gathered themselves together, and theyboth saw and heard these children; yea, even babes did open their mouths and utter marvelousthings; and the things which they did utter wereforbidden that there should not any man write them.Some LDS scholars speculate that these wordswhich could not be written are the sacredportions from temple we are to withhold from the world (but it could be something else).There is much we can discuss about the temple ordinances.  We can discuss regarding baptismsand other vicarious ordinances for the dead.We can discuss certain concepts regarding theendowment (""the ritual"").However, there are certain elements I can notdiscuss with anyone (including other saints)outside of the temple.As a portion of the endowment, we receive thetokens and signs that will permit us accessto Heaven.  I must keep this knowledge sacred and respect the conditions under which it isrevealed to me.",christian,0,1
